author;comment;likeCount;publishedAt
@sriindrayati2482;Kl memang haknya aceh sebaliknya kembalikan lg   jgn jd org serakah   semua saudara;0;2025-06-15T05:45:26Z
@aphie3194;punya sumut;0;2025-06-15T05:45:24Z
@SamsulArifin-f3s;Kami warga Kalsel tetap dukung acehÃ¢ÂÂ¤;42;2025-06-15T05:44:52Z
@GendoworLowo;Semoga pak Prabowo segera bertindak tegas ;0;2025-06-15T05:44:47Z
@KarmitoKholifah;Tetap milikaceh   harga mati;0;2025-06-15T05:44:43Z
@sutrisnospd2010;Dah gak usah dikaji ulang kalo memang sudah ada uu nya bahwa 4 pulau itu masuk wilayah Aceh ya dikembalikan lagi ke Aceh selesai gak perlu adu argumentasi ingat Aceh itu dah aman jangan sampe hanya msnuruti kemauan seseorang lalu mengorbankan orang lebih banyak yaitu rakyat Aceh saya kira rskyat sumut gak ada yg rakus kecuali gubernur dan kroninya saja buktinya gak ada komen komen dari rakyat sumut berarti yg ngebet ingin caplok ya gubernur dan gengnya;0;2025-06-15T05:44:28Z
@risky171;Emang kawanan mulyono;0;2025-06-15T05:44:23Z
@suwantomarsudi3472;Judul beritanya tidak sesuai BRO  itu tanah aceh secara historis ;0;2025-06-15T05:44:23Z
@PakAbdul-c3q;HANYA PULAU KALIMANTAN YG BISA DIACAK ACAK;0;2025-06-15T05:44:22Z
@abahnya360;kami dukung aceh;0;2025-06-15T05:44:11Z
@TryHaryono-j3z;SDH ribut baru anda ngomong ini itu jgn begitu ingat pangkat jabatan kekayaan tdk akan di bawah k kubur bos azab Allah SWT sngt pedih;0;2025-06-15T05:44:03Z
@ombenberaneka5678;Copot tito bikin gaduh;0;2025-06-15T05:43:41Z
@Tikno-cq1eg;Mendagri tdk melihat sejarah  copot saja mendagri;0;2025-06-15T05:42:17Z
@Werkudoro99;Tujuannya agar terjadi kerusuhan prabowo disalahkan gibran aman;0;2025-06-15T05:42:17Z
@sirunamri4401;Gak di rebut admin itu pulau memang milik Aceh    si menantu Jokowi rusuh bet;0;2025-06-15T05:42:01Z
@yachyatz2780;Narasi nya koq rebutan sih? Kan dokumennya milik Aceh   ;0;2025-06-15T05:41:20Z
@MayaMaryati-c4b;Harusnya dari dulu diselesaikan jgn  masalah berlarut larut menunggu viral;0;2025-06-15T05:40:34Z
@kabulyulianto727;aneh sama nkri sengketa  ndak usah buat masalah baru   daripada akan tambah mumet     ;0;2025-06-15T05:40:20Z
@indraagustian3503;Pinter banged cari hati;0;2025-06-15T05:40:13Z
@bertinusberti8107;Yg mencaplok 4 pulau bukan rakyat Sumut tapi Kemendagri yg mencaplok untuk dimasukan menjadi wilayah Sumut karena gubernur Sumut adalah menantu majikannya jika pulau itu menjadi milik Sumut mereka dgn mudah mengelola sumber tambang migas yg ada di pulau itu yg sangat sarat untuk kepentingan kelompoknya ;0;2025-06-15T05:40:11Z
@yukitamain;SIKAT AE;0;2025-06-15T05:39:48Z
@dahrulhadi192;Kalau wajib maka darah dan nyawa taruhannya ;0;2025-06-15T05:38:52Z
@KarmitoKholifah;Pecat tito;0;2025-06-15T05:38:18Z
@yanbasri3368;Apa makna kalau sudah menjadi milik hak orang lain kemudian diambil menjadi hak milik kita?;0;2025-06-15T05:37:08Z
@anawidi4401;presidenku bijak dan adem eh mentri mentrinya sesuatu banget ;0;2025-06-15T05:37:02Z
@deniapriliasaputra3987;Kebanyakan kaji kebanyakan modal;0;2025-06-15T05:36:59Z
@PakAbdul-c3q;milik sumut biar di urus sumut aech miskin ga bisa ngurusin;0;2025-06-15T05:36:56Z
@TrisuntaramarjunedJuned;Aceh merdeka;0;2025-06-15T05:36:34Z
@santosoSantos-o8n;Kasus nyata adu domba masyarakat Sumatra danAceh  ;0;2025-06-15T05:36:09Z
@bigstarfamous4617;Prabowo kalau gak tegas akan jatuh di pemilihan berikutnya oleh KDM;0;2025-06-15T05:36:00Z
@TonEtta-jc6vk;KENAPA BISA JADI MENTERI ORANG YANG TIDAK TAHU ATURAN BIKIN KEBIJAKAN SEMAU MAUNYA;0;2025-06-15T05:35:49Z
@imamsadali7519;Mundur aja pak Mentri;0;2025-06-15T05:35:47Z
@AlexTanjung-v5q;Silahkan 4 pulau kalian ambil tapi kami bangsa Aceh berhak untuk   MERDEKA  ;0;2025-06-15T05:35:37Z
@aliarifin9972;Mendagri cari2 masalah;;
@emmatan71;kebusukan terkuak;0;2025-06-15T05:35:05Z
@abdulhariztintan3671;Panggil kedua Gubernur dan DPRD-nya untuk membuat kesepakatan  Setelah diputuskan  tidak boleh lagi ada gugat menggungat di kemudian hari  dan Keputusannya jangan hanya Kepres  tetapi PPP-UU yang akan disahkan DPR untuk menjadi UU ;0;2025-06-15T05:35:02Z
@RizalAwe94;Semoga aceh merdeka amin ya allah;0;2025-06-15T05:34:52Z
@Iben2605;Bikin rame aj nih Mendagri    ;0;2025-06-15T05:34:52Z
@imamsadali7519;pulau itu punya aceh dan hak warga aceh;;
@ziarziaribt2996;Lagi2 genk solo bikin onar   udah deh pecat aja si tito  dan si boby pandai skali dia bersilat lidah   makanya dengar apa yg dikatakan pak jk jgn lu berkomplot dgn tito karena ada migas besar di situ  ;0;2025-06-15T05:34:43Z
@winotossos6899;Itulah akibat mendagri yang tidak paham ilmu pemerintahan    p Prabowo ganti termul satu ini  karena mendagri punya posisi sangat strategis mestinya diisi oleh orang yang paham betul ilmu pemerintahan  ;1;2025-06-15T05:34:33Z
@bayawakgalak2556;Memantiknya itu cawe cawe Mulyono !;0;2025-06-15T05:34:20Z
@Wakhen599;Pak bob  kalo anda tidak merasa mencaplok  bilang kemedia bhwa saya tidak butuh 4 pulau itu ;;
@SriMulyani-cn7gp;Alhamdulillah semangat pak probowo hidup aceh;0;2025-06-15T05:33:54Z
@hlily4332;Gubernur Aceh hrs berani Gugat ke Pengadilan itu 4 pulau milik Rakyat Aceh kekayaan Rakyat Aceh hrs diadili telah berani merampas mencaplok kekayaan Rakyat Aceh;0;2025-06-15T05:33:10Z
@willysman9304;Maling pulau tingkat tinggi dikarenakan di pulau2 tsb ada sumber daya alam  itu penadahnya ngebet bgt saking ngebetnya ngajak kelola bersama hahah   ;;
@SudarsonoLingga-l6u;Setuju ganti Mentri dalam negri   bikin dlgaduh;0;2025-06-15T05:32:54Z
@realmestore8748;Gak ada yg perlu dikaji ulang ataupun dialog karena pulau itu adalah milik Aceh  Yang perlu dikaji ulang adalah kinerja mentei dalam negri yg bikin gaduh ;0;2025-06-15T05:32:36Z
@husninuha2660;D pulau 2 itu ad tbang  mk di toti dn si gub sumut nafsu inginkuasai tk kpentingn sendri otk kotuptor;0;2025-06-15T05:32:27Z
@indratrian7201;Bukan rebutan pulau itu memang pulau punya Aceh  dan saya orang Sumut tidak mendukung Sumut menguasai itu;0;2025-06-15T05:32:26Z
@kusantosant8717;Boby ini anak kemarin gak tau sejarah berani menjadi penadah      Apa mau jd calo penjual pulau juga;0;2025-06-15T05:32:03Z
@TemanHistory;coba tanya kepada gubernur sumut bobby  apakah dia berani mengatakan menolak keputusan mendagri tentang 4 pulau tersebut? jika tidak berani memang dia mau 4 pulau tersebut masuk  menjadi wilayah sumut;0;2025-06-15T05:31:44Z
@hruspandi8851;hati hatii pak Prabowo geng solo sengaja membuat gaduh pemerintahan;0;2025-06-15T05:31:40Z
@setyobudiono8355;Jokower balas dendam karena aceh 2024 yg menang anies ;0;2025-06-15T05:31:33Z
@purwantiningsih360;Bisa dilihat pulau itu masih alami dan indah sekali   hutan dan lautnya begitu mempesona;0;2025-06-15T05:30:52Z
@muhammadalfaqih9836;Jangan sampai mengganggu aceh;0;2025-06-15T05:30:42Z
@setyobudiono8355;bela medan;0;2025-06-15T05:30:29Z
@YudaYehuda-iw6vv;PRABOWO INI LONGOR MENTRI YG BARU BUAT;0;2025-06-15T05:30:26Z
@saefulrohim8853;Gara2 keluarga jokowi bikin gaduh;0;2025-06-15T05:30:22Z
@Ungke212;Narasi media sangat profokatif;0;2025-06-15T05:29:26Z
@muhammadsadli6072;Klo di ambil alih prabowo mau bangun pabriknya sendiri oalah;0;2025-06-15T05:28:58Z
@derajatderajat-rc2fl;Kalau memang bukan ranahnya provinsi kok bisa-bisanya mau dikelola bersama aneh ini pasti sdh ada permainan dibelakang layar dgn pusat  atau pengalihan isu besar Ã°Å¸ËœÂ¡;0;2025-06-15T05:28:54Z
@pak.itam83;Kembalikan kpda yg berhak pak jk kalau syg sm rakyatmu  biar tiada pertengkaran   di antara sesama anak bangsa  ;3;2025-06-15T05:28:35Z
@RianaAja-f5f;Mentri yang cari uang korupsi sebaik nya dipecat pecatin jenga gue  ;0;2025-06-15T05:28:30Z
@sofiulanam1105;Boby jangan gimmick rakyat sdh cerdas  bisa di duga bagaimana cerita selanjutnya;0;2025-06-15T05:28:24Z
@Syariff275;Kami dr Banten dukung Aceh  ;317;2025-06-15T05:27:57Z
@erlanggahidayat7734;Aceh merdeka lebih baik;0;2025-06-15T05:27:42Z
@realkj6637;pemda memang ngk ada wewenang   tapi kalo ada etika pasti bisa nolak    bukannya mangap doang gitu liat pluang;0;2025-06-15T05:26:57Z
@JuwitaMuzaksam;Pasti ada yang dikehendaki  Acheh kaya sumber migas  Ayuh urus sendiri kayak Petros serawak;0;2025-06-15T05:26:37Z
@henricaniago5316;alah sibobi yang bermain kau  ;0;2025-06-15T05:26:33Z
@samsulsinaga;Semua yg di bilang mereka katanya tdk ada kepentingan pribadi   ya ini harus diucapkan dengan mereka  coba kalau dibilang kepentingan pribadi   bisa hancur itu barang  Ã°Å¸ËœÅ Ã°Å¸ËœÅ ;0;2025-06-15T05:26:04Z
@budiyono4021;Kadang terjadi di RT  jika tetangga pindahin batas patok tanah pekarangan atau sawah ladang maka akan ribut ribut  diakhiri dg saling bacok bahkan saling bunuh   Orang waras gak mau pindahin tapal batas hak milik ;0;2025-06-15T05:25:36Z
@Isap-t6g;dukung sumut sepenuhnya horasssss;0;2025-06-15T05:25:06Z
@MilzayaniS;Gara2 ada migas disitu    mulyono bisik2 mendagri utk dibuat keputusan tsb   aceh mmng bagus merdeka aja   mereka negeri kaya kok;0;2025-06-15T05:24:29Z
@zakiampon;Mohon pak presden jangan pelihara musuh dalam $elimut;0;2025-06-15T05:24:28Z
@endangkurmansyah7022;Saya warga jabar dukung aceh   ;123;2025-06-15T05:24:05Z
@hestikusumastuti1686;Kurang ajar kok jdi fitnah2 p jkw  Dn p boby     sok tau aja    aceh sumut msh wil RI    ikut keputusanpem pusat itu lbh baik     jgn pns2in ach dn sumut spy berkonflik;0;2025-06-15T05:23:51Z
@tejomurgiyanto6850;Tito kacungnya bobby   jelas dia nurut aja apa kata bobby;0;2025-06-15T05:23:37Z
@Drakq421;Itu bukan sengketa kepemilikannya kan udah jelas dari dulu milik Aceh tinggalpresiden aja pingin ribut negaranya atau aman;0;2025-06-15T05:23:36Z
@Mbudi-ng4jj;Ngapai juga mas Bob ngajak mualem mengelola bersama SDA pulau2 itu?;0;2025-06-15T05:23:24Z
@miskunrawino506;Bubar negara ini   ;0;2025-06-15T05:23:16Z
@roxxmain-ot7qo;tito pahlawan kesiangan   pencitraan   menekan agar dapat uang V dari pengusaha ;0;2025-06-15T05:23:11Z
@MilzayaniS;Dari history itu adalah wilayah aceh    tanya aja masyarakat perbatasan;0;2025-06-15T05:22:59Z
@TaPeugot-28;mimin ini dicaplok lewat tangan menteri dalam negeri  Tito  Kita semua tahu Tito adalah perpanjangan tangang Jkw  dan sudah banyak terjadi gara2 Tito terjadi kisruh  Persoalan pulau ini  wajib dikembalikan oleh kementerian  atau direbut baik secara baik2  atau jangan via konflik lagi deh  Sudah terlalu banyak korban  Menteri dalam negeri wajib tahu persoalan konflik Aceh  jangan dipancing2 lagi dengan keputusan nyeleneh ;0;2025-06-15T05:22:39Z
@seekorkucing69420;Jangan sampai diambil sumut  ntar semua besi jembatan di 4 pulau tersebut malah hilang;0;2025-06-15T05:22:26Z
@haliliinayah8109;Sepertinya KDM kudu diminta menengahi nih     ;;
@allmustafa;Semoga kali ini merdeka;0;2025-06-15T05:22:12Z
@RickyRicardo-ye6my;Itu makanya  lantaran loe jd gubernur makanya pemikiran semua begitu  berfikir lah dikit;0;2025-06-15T05:21:55Z
@ZulBahri-l5m;MalingÃ‚Â²  dan kerocoÃ‚Â² dri jawakarta udh mulai sampai lagi di aceh  yg sudah jadi di papua;0;2025-06-15T05:21:32Z
@DefriYadi-q4h;Pecat saja Kemendagri  dan copot gubernur Sumut  memecah belah kekesatuan  karena kerakusan yang membabi buta!!;0;2025-06-15T05:21:29Z
@GewerGewers;"kalo tetp kekeh mau ambil 4 pulau itu  benar"" keluarga rakus/ gk punya malu emang keluarga mulyonoÃ¢ÂÂ¤";0;2025-06-15T05:21:20Z
@AgusPriyadi-c7c;Bobi talang tanyakan ijasah jakawi;0;2025-06-15T05:21:10Z
@GewerGewers;"kalo tetp kekeh mau ambil 4 pulau itu  benar"" keluarga rakus/ gk punya malu emang keluarga mulyono";0;2025-06-15T05:21:09Z
@SunardiSalim-l9n;Pecat tito termul;;
@Argianto-r3p;Jokowi sekaligus menantunya suka bikin gaduh   memang tujuannya agar ingin mengganggu kepemimpinannya BPK Prabowo   ayo pak Prabowo sikat saja yg bikin gaduh agar Indonesia amanÃ°Å¸â€¡Â®Ã°Å¸â€¡Â©;0;2025-06-15T05:20:59Z
@RickyRicardo-ye6my;Itu sdh jelas bung bob;0;2025-06-15T05:20:52Z
@DedeSuhendra-bl4ke;Copot yg caplok pulau dn penjarahkan;0;2025-06-15T05:20:46Z
@Bahtiar-t1r;Bukan pak mentri  itu tapi pak dadjar;0;2025-06-15T05:20:14Z
@PurnamasarySary-c4x;HAK WILAYAH ACEH tidak bisa dcaplok SUMUT;1;2025-06-15T05:19:45Z
@Nenek-z1w;Modus kau Bob  !!!;0;2025-06-15T05:19:45Z
@claudiosilva7510;Si Bobi bisa ngomong gitu ya karena mertua nya masih punya kekuasaan  Prabowo itu ada di bawah telapak kaki Jokowi ;1;2025-06-15T05:19:36Z
@DanaDana-ld1iq;Mutlak milik Aceh dari dulu kenapa si Boby mau merebut sekarang;0;2025-06-15T05:19:06Z
@REPUBLIK_BORNEO;Kalau prabowo ambil alih sama saja bohong    Prabowo org dekat jokowi dinasty;0;2025-06-15T05:18:59Z
@DedeSuhendra-bl4ke;Tangkap yg caplok pulau aceh;0;2025-06-15T05:18:54Z
@yuliasnita8896;Ganti mentri bikin gaduh  ;0;2025-06-15T05:18:43Z
@mawarhitam2605;kami dukung aceh;0;2025-06-15T05:18:33Z
@pomatovannawia8184;Bukan rebutan  tapi direbut x;0;2025-06-15T05:18:14Z
@manguedan;Tito tukang adu domba;0;2025-06-15T05:18:14Z
@izultube;Ngeles aja lu bob   ;0;2025-06-15T05:17:33Z
@wahyuningsih1574;Mknya uud itu jgn dibuat mainan klo blm tahu tanya dulu sm yg sdh tahu spt p yusuf kala  ;0;2025-06-15T05:17:32Z
@RickyRicardo-ye6my;G ada yg di perebutkan di 4 pulau itu boss   ;;
@ZaenalArifin-p8s;"Harusnya menteri _ menteri yang terkait "" PAGAR BAMBU DI LAUT   TAMBANG RAJA AMPAT DAN EMPAT PULAU MILIK ACEH di evaluasi / di ganti     ! ! !";0;2025-06-15T05:17:29Z
@AndiWilliam-q3x;NEGERI INI MEMANG KAYA;0;2025-06-15T05:16:49Z
@pramugaripost5560;Smpai titik darah penghabisan    ;;
@damme3190;Dasar semua kluarga dan antek jokowi bikin gaduh  pecat semua antek2x dikementrian ;0;2025-06-15T05:16:33Z
@muhammadrofik3654;Sy berharap Bpk Prabowo mengevaluasi Mendagri yg tlah membikin gaduh shg warga aceh terusik kembali ;0;2025-06-15T05:16:29Z
@EjnokejonkEjonk;Ko bisa ambil alih kan yg kerja semua bawahan pa probowo     knp enga di tindak anak Buan nya sendiri baru  ambil alih       ini ambil alih duluan tapi anggota nya anak buah enga di tindak sama aja bohong        ;0;2025-06-15T05:16:28Z
@MuhamadGinanzar;Ya bukan Rebutan Emang Punya aceh Kan       ;0;2025-06-15T05:16:05Z
@BedaFrekuensi-r5g;Ganti mntrinya;0;2025-06-15T05:15:58Z
@RahimanJaya;Mau neok apa keputusan perabowo dia paling tau sejarah Aceh dan pernah misi perang di Aceh lawan gam ;0;2025-06-15T05:15:41Z
@edywijaya6635;Prabowo2 besar cakap aja;0;2025-06-15T05:15:38Z
@dewis8511;Saya orang Jawa tidak setuju JOKOWI  keluarga & kroninya diberikan jabatan  kekuasaan dan hak untuk mengambil keputusan;0;2025-06-15T05:15:38Z
@soemarsonosoem480;Melas banget Jenderal OmonÃ‚Â²  menerima warisan kebrobrokan Pejabat2 Publik residunya Mulyono during ten years;0;2025-06-15T05:15:21Z
@agussatpam8084;Saya Semarang dukung Aceh;4;2025-06-15T05:15:19Z
@paksugeng4524;Bobi ngeles;0;2025-06-15T05:15:13Z
@mirhamdani;Begitu berhasil sengketa pulau ini kesumut   baru deh pemekaran provinsi tapanuli   bagi bagi kie  termul disana paling banyak ;0;2025-06-15T05:14:51Z
@asepawaludin1969;awas     ;;
@sutoyojumriah1729;Prabowo ngomong mentri yg dabisa bekerja akan dipecat tapi banyak mentri yg bikin gaduh dibirkan tidtak sesuwai ke inginan rakyat;6;2025-06-15T05:14:19Z
@paksugeng4524;Rakyat indonesia mendukung Aceh  pertahankan dari keserakahan Bobi dan Tito ;8;2025-06-15T05:14:08Z
@cutiherawati8752;Aceh tidak pernah merebut pulau pulau itu yg merebut siapa? itu memang pulau Aceh  Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Aceh;38;2025-06-15T05:13:56Z
@sschanel5468;Copot semua loyalis sang mantan;0;2025-06-15T05:13:48Z
@lintasserburs7655;masih rakus sisa orde jokowi;0;2025-06-15T05:13:38Z
@rafliarsa821;Bersihkan geng jokowi termasuk anak n mantunya   indonesia pasti damai ;0;2025-06-15T05:13:18Z
@HayromanHayroman;Kami dukung aceh    Kita singkir kn  tito;22;2025-06-15T05:13:12Z
@Alfafine-y6b;BLOK MEDAN MAU NGUMPUL DUIT BUAT PEMILIHAN CAPRES GIBRAN WKWKWKWK    ;1;2025-06-15T05:12:50Z
@hendiamd2376;Satu per satu terbuka;;
@javaharmony2253;Undang-undang kedudukannya lebih tinggi ketimbang keputusan mentri ;13;2025-06-15T05:12:21Z
@HayromanHayroman;Hay manusia rakus tk tahu dri kau   Itu punya aceh jangan kau ambil;0;2025-06-15T05:12:08Z
@saifulahsaiful9780;Kenapa sih ternak Jokowi selalu membuat resah  ribut  ga anak  menantu  menteri2nyayg dahulu sama aj  jgn rakyat dibilang benci segala macam  tapi memang sdh jelas jelas terlalu tamak  lihat dari omongannya tuh si Bobby seperti org bener klu bicara kau itu tidak tahu asal usulnya tapi sok tahu  kau tahu Aceh itu pengorbanannya sebelum merdeka bisa membeli pesawat demi kemerdekaannya  sekarang pulau2nya mau dikuasai terlalu serakah penuh kezoliman untung kau bisa jadi menantu Jokowi yg pembohong omongannya selalu kusut ga bisa dipercaya;0;2025-06-15T05:11:53Z
@TA-zr7lt;Pecat tito;0;2025-06-15T05:11:51Z
@arifsyakrani;Apakah kementrian dalam negeri tdk tahu sejarah pulau2 indonesia  Klw tdk tahu dan tdk mw tahu dan ingin dpt keuntungan sebelah pihak lebih baik mundur aja krn bisa memecah belah nkri;0;2025-06-15T05:11:17Z
@Giantgerry12;Jadi pada intinya Indonesia Perang nya sama diri sendiri di situh2 wae  ;;
@bangalenkcr7221;Apanya sengketa;;
@zulfaalizulfa8783;Mbok yo wis leren;0;2025-06-15T05:10:22Z
@SuYono-v6c;Aneh ;0;2025-06-15T05:10:03Z
@sschanel5468;kami dukung aceh;0;2025-06-15T05:10:03Z
@DuniaKreatif963;Apa Sumut tidak punya keindahan pulau laut yg khas/terkenal  seperti provinsi2 tetangganya ya  Jadi pengen juga punya wisata2 laut (pulau)  Seperti : aceh  sumbar ;0;2025-06-15T05:09:55Z
@robya3597;Bukan di caplok Sumut tapi di caplok bobby;0;2025-06-15T05:09:55Z
@AstridNadia-c3e;Hidup kegaduhan;0;2025-06-15T05:09:23Z
@siconfiguration4353;Berbicara bagaimanapun juga sekarang rakyat dah tak percaya mulut mulut besar yg dibangun liwat dinasti politik jokwi;0;2025-06-15T05:09:18Z
@Rohman-f7i;Ah yg penting semua satu indonesia ribot sja;0;2025-06-15T05:08:12Z
@Olivia-wg2zj;Jika Sumatra Utara menang siap2 aceh akan segera merdeka dan tdk bersatu dg NKRI;0;2025-06-15T05:08:01Z
@BonitaTabita-eu3vl;Tidak cukup hanya diambil alih sengketa seharusnya prabowo pecat tito termul hanya itu Bukti bahwa prabowo tidak tunduk pada mulyono dan termul2;0;2025-06-15T05:07:47Z
@Hibasbengkulu;Yg jadikan pulau ini sengketa siapa sih?;0;2025-06-15T05:07:40Z
@KhanzaAulia-zg3lt;Bikin gaduh aja    Mslh pulau jdi rebutan  psti ada udang di blik bakwan tuh pulau ;0;2025-06-15T05:07:34Z
@meiharl-meiharl;Semua Mentri blunder (kecuali amran) semuanya jga wowo yg nyelesaiin  Mending reshuffle aja sih kata gw mah ;0;2025-06-15T05:07:28Z
@IwanWinas;Jls peran mulyono  back up TK   Muluskan BN jadi penerus  mertuanya    Wis ngiro   Pak prabowo   Bongkar Bongkar   Ã°Å¸ËœÂ«;0;2025-06-15T05:06:51Z
@NamriSaja;Evaluasi Mentri dalam negeri  kerjaannya BKN gaduh;0;2025-06-15T05:06:45Z
@anthonyussebayang3118;Pecat Mendagri nya;0;2025-06-15T05:06:34Z
@AliSodikin-v2z;Bakitkan gam  kmi buruh migran mendukung aceh;1;2025-06-15T05:06:33Z
@AstridNadia-c3e;Hidup mentri gk bisa kerja;0;2025-06-15T05:06:13Z
@daryonofachrurrozy3552;Jangan jangan tanah jawa sertifikat nya ada d s   ;0;2025-06-15T05:06:10Z
@ahmadmuklis2172;Dimana mentrinya?;0;2025-06-15T05:05:10Z
@Zulyadi-tf4wx;Boby karma pian  rakus tamak perampok rampas  turun aja dari jabatan  ;0;2025-06-15T05:05:04Z
@guchydivancouv6857;Kembalikan pada pemiliknya yaitu warga Aceh  Pecat Tito dan periksa  Periksa semua kroni gang Solo;0;2025-06-15T05:05:03Z
@vyrse8428;Tito  pecat tuh  kayanya udah cape kerja;0;2025-06-15T05:04:49Z
@anfatutorial;jgn dulu senang kita rakyat aceh  jika prabowo tidak membatalkan keputusan mendragi pulau itu sah milik sumut  alasan nya;;
@NamriSaja;Ayo pak Prabowo kembalikan hak2 warga Aceh;0;2025-06-15T05:04:23Z
@galaxysamsung5740;Pulang kan lah hk negeri Aceh  buat apa di ambil pulau itu  bukan nya bertambah pulau di Sumatera ini  kalau bertambah tidak apa lah juga di ambil;0;2025-06-15T05:04:05Z
@rimajok3024;Bapak anak menantu sama jago ngibulnya sama sama Rakus jabatan dan haus harta duniawinya Nauzubillah   ;0;2025-06-15T05:04:02Z
@vyrse8428;Lagian siboby  ga punya malu;0;2025-06-15T05:04:01Z
@filaesusiane2492;Sama Indonesia aja kok ribut masalah pulau  Emangnya kalau negara luar mau mengbil mau apa  Satu rumah/ satu keluarga aja kok meributi pulau Indonesia sendiri  Coba bicara baik baik saja dengan kepala dingin supaya Indonesia aman tentram damai;0;2025-06-15T05:03:34Z
@ngatirinlestari1327;Ayo sumut jangan kendor anda benar;0;2025-06-15T05:02:52Z
@Samhusni-i5i;bukan rebutan tapi diberikan sama tito;0;2025-06-15T05:02:39Z
@zahrakhairunnisa8524;STOP KESERAKAHAN DAN EKPLOITASI 4PULAU ;;
@darukeren2235;Sudah dibuktikan bahwa memang cuma omon omon  buktinya pagar laut kini melenggang lagi  tambang nikel di Raja Ampat pun lanjut  judol tetap aman  jadi jangan harap 4 pulau kembali ke Aceh  ;0;2025-06-15T05:02:18Z
@TaufikSiregar-s9d;Wong gibran aja bisa lolos di MK kok ;0;2025-06-15T05:01:56Z
@FaniSeptiani-i9p;Setuju copot;0;2025-06-15T05:01:54Z
@MuhammadIsmail-m8c;Kami org jambi setuju tito karnavian di cocpot dari jabatan mendagri;0;2025-06-15T05:01:47Z
@laudinudin3233;Seharusnya tito wajib minta maaf dgn rakyat Aceh dan mencabut stekmennya sbb wilayah Aceh telah diatur dlm UU ;0;2025-06-15T05:01:27Z
@GustiNingratonHrahap;Pecat aj mnteri tsb;0;2025-06-15T05:01:26Z
@afifahafifah9976;Tetap milik aceh harga mati  smangt gub aceh;29;2025-06-15T05:01:20Z
@GustiNingratonHrahap;Apakh negara kita skrang masih ada pemimpin yg tegas dn mmbela rakyat Aceh;0;2025-06-15T05:00:56Z
@misranran3122;Ada2 saja gaduh ini gaduh itu  Ekonomi susah  Rakyat menjerit  Pulau di rebutkan  Sesama bangsa;0;2025-06-15T05:00:52Z
@TaufikSiregar-s9d;kami dukung aceh;0;2025-06-15T05:00:43Z
@sudisudi5876;Jahadnya jokowi tito dn bobi ke prabowo ingin ke pemerintahannya pak prabowo biar kacau balau di Indonesia ;0;2025-06-15T05:00:28Z
@Eza_yuta;jelas jelas itu milik aceh;2;2025-06-15T05:00:14Z
@suryanto8146;Jgn terlalu berharap sama omon2;0;2025-06-15T05:00:08Z
@GustiNingratonHrahap;Sy wrga magelang dukung aceh;23;2025-06-15T05:00:07Z
@pakdheaangchannel2923;Mohon segeralah Pak Prabowo menyelesaikan atas KEPMEN Dalam Negeri Tito Karnavian tentang perpindahan 4 pulau di Aceh  Karena hal ini berakibat PERPECAHAN ANAK BANGSA ;0;2025-06-15T04:59:26Z
@jefriardiadi2349;Menterinya gak paham UU pak JK yang dia paham pulus;0;2025-06-15T04:58:58Z
@TaufikSiregar-s9d;Tetap fokus adili jokowi dan makzulkan gibran;0;2025-06-15T04:58:38Z
@ihsanmursan5538;Libas sunami kedua aceh bisa terjadi;0;2025-06-15T04:58:32Z
@Ramadhani-jl4fd;Mmg sudah sangat muak dengan negara ini semoga sebagain daerah ada yg merdeka agar daerah lain ikut menyusul;1;2025-06-15T04:58:26Z
@avpinmamun6807;Ga ada niat untuk mundur ya tuh Mendagri    kerja masih dikerjakan kepala negara;0;2025-06-15T04:58:04Z
@Sandie868;Dikira rakyat Aceh takut mati? ;0;2025-06-15T04:58:04Z
@JamaluddinJamaluddin-rn8cn;Yg kami tahu   bahwa pak Prabowo adalah seorang pemimpin yg sangat tegas selama ini   dan tidak mau neko neko jika menyangkut hak dan martabat rakyat    kami sebagai rakyat aceh menanti /menunggu ketegasan beliau   atau mungkin sudah terkontaminasi   oleh Genk solo   ??!!!;5;2025-06-15T04:57:42Z
@samhadi5820;Skemanya Rakus itu penjabarannya boss;0;2025-06-15T04:57:21Z
@BentoEdan;Seperti biasa    lampu merah gak mau berhenti malah lampu merah dibikin hijau   geng mulyono dilawan  ;0;2025-06-15T04:57:03Z
@efniefritaeddy1630;Menantu nya jokowi mirip bgt sm jokowi  jokowi mager laut  mantu nya nyaplok pulau;0;2025-06-15T04:57:01Z
@rmliramli6617;Itu pulo milik aceh bukan rebutan;0;2025-06-15T04:56:48Z
@havidlapang3260;Bobby coba kwu pelajari sejarah dan kwu baca literasi perjanjian belanda dan helsinki  Kemudian baru kwu ngomong dan kwu bawa hukti kuat  Jgn kwu ulti jangan memantik  jangan memantik!!!! Seoalah2 keribuatan yg dibuat akibat kesalahan org lain!;0;2025-06-15T04:56:44Z
@munisahdoang4338;Selama ini udh brp kali ganti gubernur  sumut ga ada masalah dengan pulau2 aceh tsb  ;;
@sahputrasurbakti1836;Gubernur sumut itu bocah ingusan dan bocah kemrin sore  pinter2an mau menguasai pulau yg mjnd haknya aceh  sy org sumut asli saja tdk suka sama gubernur sumut  !!!;0;2025-06-15T04:56:30Z
